Timestamp,FuelConsumption,ProductionLoad,Temperature,CurrentNox,NextHourNox,RiskLabel
2024-01-07 21:00:00,481.1,73.1,948.43,90.11,85.52,Warning
2024-01-07 22:00:00,452.27,58.29,918.56,75.66,79.8,Safe
2024-01-07 23:00:00,422.87,56.43,849.98,84.16,68.74,Safe
2024-01-08 00:00:00,413.59,49.24,856.9,60.51,57.67,Safe
2024-01-08 01:00:00,408.7,52.7,841.37,67.61,62.04,Safe
2024-01-08 02:00:00,353.97,41.88,791.35,32.29,36.97,Safe
2024-01-08 03:00:00,422.71,56.74,895.56,63.87,74.74,Safe
2024-01-08 04:00:00,367.57,45.28,811.53,58.75,57.95,Safe
2024-01-08 05:00:00,359.68,41.9,798.15,60.01,67.1,Safe
2024-01-08 06:00:00,483.33,70.13,932.78,95.35,91.6,Warning
2024-01-08 07:00:00,487.44,70.07,989.62,94.98,98.91,Warning
2024-01-08 08:00:00,478.26,75.13,962.07,102.95,94.03,Warning
2024-01-08 09:00:00,546.52,86.69,1034.58,100.56,113.42,Critical
2024-01-08 10:00:00,522.27,82.62,1008.66,115.25,111.19,Critical
2024-01-08 11:00:00,553.6,90.67,1058.22,118.63,119.0,Critical
2024-01-08 12:00:00,572.94,92.77,1050.33,136.98,151.08,Critical
2024-01-08 13:00:00,541.77,87.37,1032.43,103.68,110.28,Critical
2024-01-08 14:00:00,554.31,83.74,1027.37,114.31,103.41,Critical
2024-01-08 15:00:00,524.19,76.89,965.46,105.86,124.49,Critical
2024-01-08 16:00:00,525.47,77.23,1010.12,103.21,99.53,Warning
2024-01-08 17:00:00,503.27,77.55,1013.83,104.14,112.46,Critical
2024-01-08 18:00:00,429.13,60.65,916.59,85.28,85.71,Warning
2024-01-08 19:00:00,501.95,75.2,977.54,102.61,111.58,Critical
2024-01-08 20:00:00,497.98,75.02,909.31,90.64,90.6,Warning
2024-01-08 21:00:00,495.88,76.1,989.83,111.1,115.72,Critical
2024-01-08 22:00:00,425.46,60.48,893.79,78.1,80.01,Warning
2024-01-08 23:00:00,406.98,51.89,854.03,66.53,61.31,Safe
2024-01-09 00:00:00,393.98,49.91,807.81,51.03,60.03,Safe
2024-01-09 01:00:00,447.44,59.45,908.11,58.33,77.92,Safe
2024-01-09 02:00:00,374.91,41.4,775.13,39.44,48.13,Safe
2024-01-09 03:00:00,409.13,48.43,844.76,52.88,50.01,Safe
2024-01-09 04:00:00,356.61,43.56,837.7,45.17,60.27,Safe
2024-01-09 05:00:00,413.77,52.04,849.87,58.14,69.19,Safe
2024-01-09 06:00:00,464.14,68.58,969.65,93.07,97.82,Warning
2024-01-09 07:00:00,456.79,68.47,925.92,95.62,95.76,Warning
2024-01-09 08:00:00,439.08,61.27,919.56,88.55,92.34,Warning
2024-01-09 09:00:00,600.0,100.0,1071.29,147.98,139.58,Critical
2024-01-09 10:00:00,494.83,75.01,997.73,95.82,103.19,Critical
2024-01-09 11:00:00,568.96,86.76,1053.07,125.68,136.74,Critical
2024-01-09 12:00:00,562.72,88.76,1054.1,138.74,133.75,Critical
2024-01-09 13:00:00,567.64,93.29,1057.8,118.2,122.29,Critical
2024-01-09 14:00:00,568.8,88.14,1009.86,134.55,130.37,Critical
2024-01-09 15:00:00,571.52,91.32,1048.01,121.12,124.01,Critical
2024-01-09 16:00:00,504.74,79.45,1021.68,111.75,106.02,Critical
2024-01-09 17:00:00,542.74,79.18,998.76,115.66,126.68,Critical
2024-01-09 18:00:00,470.35,66.68,899.23,88.59,97.82,Warning
2024-01-09 19:00:00,501.74,75.37,952.11,119.23,123.38,Critical
2024-01-09 20:00:00,483.26,73.81,996.62,98.12,95.6,Warning
2024-01-09 21:00:00,498.43,70.48,963.13,84.39,88.41,Warning
2024-01-09 22:00:00,450.88,60.91,877.4,81.37,75.41,Safe
2024-01-09 23:00:00,443.93,58.78,855.05,73.18,71.76,Safe
2024-01-10 00:00:00,426.33,58.36,878.05,77.89,81.64,Warning
2024-01-10 01:00:00,390.32,44.66,782.57,58.81,49.12,Safe
2024-01-10 02:00:00,444.81,58.01,886.62,75.61,72.02,Safe
2024-01-10 03:00:00,386.6,48.99,898.89,65.46,59.3,Safe
2024-01-10 04:00:00,369.16,47.25,801.12,53.68,47.47,Safe
2024-01-10 05:00:00,429.94,55.45,873.16,85.45,76.49,Safe
2024-01-10 06:00:00,467.61,72.41,990.91,94.15,86.74,Warning
2024-01-10 07:00:00,489.53,71.85,975.73,92.86,81.46,Warning
2024-01-10 08:00:00,470.82,69.27,943.08,99.01,96.18,Warning
2024-01-10 09:00:00,506.74,72.42,958.88,92.47,93.46,Warning
2024-01-10 10:00:00,578.42,95.98,1054.47,137.4,129.14,Critical
2024-01-10 11:00:00,583.02,91.88,1053.51,129.91,127.97,Critical
2024-01-10 12:00:00,543.4,87.65,1043.61,121.52,109.11,Critical
2024-01-10 13:00:00,574.8,90.2,1075.31,149.66,139.51,Critical
2024-01-10 14:00:00,576.04,86.8,1020.36,134.0,140.69,Critical
2024-01-10 15:00:00,580.89,98.96,1090.62,147.43,141.56,Critical
2024-01-10 16:00:00,562.13,89.51,1026.67,129.38,126.98,Critical
2024-01-10 17:00:00,573.0,83.63,1023.11,115.7,120.45,Critical
2024-01-10 18:00:00,462.49,65.39,944.19,89.82,91.16,Warning
2024-01-10 19:00:00,463.23,65.59,941.8,92.51,92.87,Warning
2024-01-10 20:00:00,447.0,58.99,869.21,77.53,85.97,Warning
2024-01-10 21:00:00,483.62,70.76,957.03,96.36,100.27,Critical
2024-01-10 22:00:00,420.34,61.06,890.4,72.59,69.32,Safe
2024-01-10 23:00:00,434.37,54.63,895.39,74.47,63.84,Safe
2024-01-11 00:00:00,368.36,49.1,841.95,52.25,60.29,Safe
2024-01-11 01:00:00,425.16,57.75,855.32,77.05,71.89,Safe
2024-01-11 02:00:00,387.38,42.62,808.26,35.08,41.61,Safe
2024-01-11 03:00:00,379.97,46.24,841.29,66.25,70.07,Safe
2024-01-11 04:00:00,383.29,48.25,846.62,47.31,48.7,Safe
2024-01-11 05:00:00,399.19,46.72,822.34,48.42,57.69,Safe
2024-01-11 06:00:00,454.56,66.62,920.22,89.66,90.91,Warning
2024-01-11 07:00:00,421.49,59.65,876.52,78.19,79.21,Safe
2024-01-11 08:00:00,434.2,57.59,879.27,90.44,80.99,Warning
2024-01-11 09:00:00,528.04,82.65,994.43,115.65,109.82,Critical
2024-01-11 10:00:00,582.59,100.0,1100.0,140.59,149.41,Critical
2024-01-11 11:00:00,513.68,76.19,961.12,105.6,117.67,Critical
2024-01-11 12:00:00,509.5,75.75,981.44,117.14,116.37,Critical
2024-01-11 13:00:00,488.44,73.37,968.04,118.45,120.22,Critical
2024-01-11 14:00:00,485.96,72.51,983.35,97.47,95.38,Warning
2024-01-11 15:00:00,533.87,81.82,1033.07,119.94,115.09,Critical
2024-01-11 16:00:00,560.23,85.89,1044.76,122.32,123.85,Critical
2024-01-11 17:00:00,573.92,94.47,1080.11,133.22,130.95,Critical
2024-01-11 18:00:00,501.17,73.0,941.93,113.74,108.96,Critical
2024-01-11 19:00:00,496.83,72.23,937.63,89.87,80.16,Warning
2024-01-11 20:00:00,461.23,62.23,892.54,63.12,62.43,Safe
2024-01-11 21:00:00,465.63,66.27,947.89,91.62,90.53,Warning
2024-01-11 22:00:00,408.83,55.4,878.61,78.47,75.86,Safe
2024-01-11 23:00:00,409.85,54.08,889.51,70.28,69.18,Safe
2024-01-12 00:00:00,374.24,42.36,833.86,54.96,57.57,Safe
2024-01-12 01:00:00,442.02,54.14,854.73,76.36,74.66,Safe
2024-01-12 02:00:00,382.3,47.27,837.06,57.17,55.98,Safe
2024-01-12 03:00:00,404.11,48.21,840.76,64.37,62.85,Safe
2024-01-12 04:00:00,387.29,47.97,832.64,61.52,65.45,Safe
2024-01-12 05:00:00,381.47,44.98,813.13,37.13,35.04,Safe
2024-01-12 06:00:00,445.86,56.16,906.86,76.56,78.47,Safe
2024-01-12 07:00:00,455.82,61.28,907.54,68.66,69.99,Safe
2024-01-12 08:00:00,423.06,60.11,900.84,75.61,67.01,Safe
2024-01-12 09:00:00,563.35,92.84,1046.54,125.35,134.25,Critical
2024-01-12 10:00:00,586.99,92.35,1076.6,141.8,136.05,Critical
2024-01-12 11:00:00,550.11,87.03,1013.04,122.73,132.34,Critical
2024-01-12 12:00:00,534.12,87.55,1047.76,125.16,131.34,Critical
2024-01-12 13:00:00,503.49,78.74,1004.31,106.07,107.02,Critical
2024-01-12 14:00:00,540.81,82.74,1004.62,123.92,125.36,Critical
2024-01-12 15:00:00,555.36,85.36,1033.79,108.45,113.82,Critical
2024-01-12 16:00:00,528.37,82.03,1014.23,106.82,108.44,Critical
2024-01-12 17:00:00,550.25,78.9,993.63,123.0,120.96,Critical
2024-01-12 18:00:00,455.22,60.92,904.88,77.22,66.65,Safe
2024-01-12 19:00:00,443.15,61.64,909.56,62.98,73.02,Safe
2024-01-12 20:00:00,435.38,61.7,911.36,90.99,101.08,Critical
2024-01-12 21:00:00,486.55,75.05,976.58,109.39,109.54,Critical
2024-01-12 22:00:00,381.18,44.12,796.31,56.71,57.79,Safe
2024-01-12 23:00:00,445.64,63.12,912.25,82.62,86.13,Warning
2024-01-13 00:00:00,394.63,42.8,819.83,66.21,60.23,Safe
2024-01-13 01:00:00,442.17,55.41,879.19,82.98,87.7,Warning
2024-01-13 02:00:00,421.9,53.26,887.28,81.52,82.65,Warning
2024-01-13 03:00:00,387.37,50.97,868.49,67.48,69.73,Safe
2024-01-13 04:00:00,433.87,60.82,884.95,77.84,65.59,Safe
2024-01-13 05:00:00,410.7,48.28,837.73,57.39,40.29,Safe
2024-01-13 06:00:00,462.68,67.64,931.35,78.75,71.02,Safe
2024-01-13 07:00:00,463.51,61.95,909.65,86.87,89.02,Warning
2024-01-13 08:00:00,463.4,64.19,920.88,90.11,87.36,Warning
2024-01-13 09:00:00,554.64,88.48,1055.85,122.32,127.95,Critical
2024-01-13 10:00:00,501.36,77.8,992.9,110.78,110.48,Critical
2024-01-13 11:00:00,542.72,86.01,1057.12,119.0,118.73,Critical
2024-01-13 12:00:00,549.14,86.62,1038.4,128.77,131.76,Critical
2024-01-13 13:00:00,514.26,74.95,956.48,95.75,103.79,Critical
2024-01-13 14:00:00,477.88,72.57,952.57,87.74,92.47,Warning
2024-01-13 15:00:00,566.72,92.6,1076.28,129.37,129.97,Critical
2024-01-13 16:00:00,567.99,91.84,1023.69,134.27,128.04,Critical
2024-01-13 17:00:00,562.88,88.4,1012.39,114.16,110.67,Critical
2024-01-13 18:00:00,453.76,66.62,933.34,95.48,91.34,Warning
2024-01-13 19:00:00,435.33,63.44,938.12,69.31,62.75,Safe
2024-01-13 20:00:00,458.12,62.17,939.6,82.22,80.67,Warning
2024-01-13 21:00:00,491.99,78.31,986.77,93.5,92.49,Warning
2024-01-13 22:00:00,413.07,48.77,867.19,42.18,66.56,Safe
2024-01-13 23:00:00,403.7,51.47,858.94,66.66,61.59,Safe
2024-01-14 00:00:00,354.49,44.04,786.51,45.74,46.7,Safe
2024-01-14 01:00:00,399.23,51.49,857.27,51.93,52.06,Safe
2024-01-14 02:00:00,388.99,45.92,815.98,50.54,50.44,Safe
2024-01-14 03:00:00,418.9,56.59,903.15,76.09,70.92,Safe
2024-01-14 04:00:00,386.48,46.55,832.19,52.93,55.7,Safe
2024-01-14 05:00:00,374.2,40.96,776.69,44.73,43.28,Safe
2024-01-14 06:00:00,458.41,65.31,893.56,80.95,84.65,Warning
2024-01-14 07:00:00,469.4,70.63,952.69,88.87,88.25,Warning
2024-01-14 08:00:00,456.45,65.16,872.56,77.75,80.93,Warning
2024-01-14 09:00:00,578.49,89.67,1036.95,122.86,117.72,Critical
2024-01-14 10:00:00,525.99,75.6,983.08,100.34,98.52,Warning
2024-01-14 11:00:00,501.8,82.52,989.35,101.58,104.37,Critical
2024-01-14 12:00:00,522.95,76.92,1006.47,105.49,135.36,Critical
2024-01-14 13:00:00,561.22,89.43,1073.35,122.64,128.17,Critical
2024-01-14 14:00:00,597.14,96.05,1057.88,128.2,133.26,Critical
2024-01-14 15:00:00,518.45,81.54,1001.14,117.72,113.33,Critical
2024-01-14 16:00:00,503.16,81.98,1031.78,121.83,118.82,Critical
2024-01-14 17:00:00,597.58,97.35,1086.72,139.66,135.33,Critical
2024-01-14 18:00:00,461.75,68.73,912.97,89.14,92.09,Warning
2024-01-14 19:00:00,427.8,61.81,905.9,72.69,79.75,Safe
2024-01-14 20:00:00,445.74,66.05,911.49,92.86,95.29,Warning
2024-01-14 21:00:00,502.37,73.49,991.83,116.17,117.95,Critical
2024-01-14 22:00:00,419.75,54.45,885.58,68.48,70.47,Safe
2024-01-14 23:00:00,424.55,53.4,860.1,63.77,70.36,Safe
2024-01-15 00:00:00,383.81,43.61,821.18,55.13,61.22,Safe
2024-01-15 01:00:00,389.67,48.89,815.67,58.29,57.33,Safe
2024-01-15 02:00:00,393.73,48.68,826.82,54.23,53.14,Safe
2024-01-15 03:00:00,418.0,56.29,915.62,76.71,76.58,Safe
2024-01-15 04:00:00,372.62,43.89,820.63,58.76,69.12,Safe
2024-01-15 05:00:00,417.62,57.79,909.41,67.51,57.14,Safe
2024-01-15 06:00:00,479.07,68.4,947.1,112.79,102.38,Critical
2024-01-15 07:00:00,471.89,64.21,949.96,75.94,67.33,Safe
2024-01-15 08:00:00,445.81,64.31,877.58,74.0,68.59,Safe
2024-01-15 09:00:00,600.0,98.12,1086.46,142.46,141.49,Critical
2024-01-15 10:00:00,560.39,89.7,1084.69,146.55,142.38,Critical
2024-01-15 11:00:00,540.26,84.22,1042.14,114.45,119.09,Critical
2024-01-15 12:00:00,478.93,75.68,1007.56,93.73,96.81,Warning
2024-01-15 13:00:00,458.54,70.96,954.65,97.01,90.14,Warning
2024-01-15 14:00:00,534.18,83.04,1003.38,112.9,117.29,Critical
2024-01-15 15:00:00,583.5,93.11,1042.95,137.06,129.82,Critical
2024-01-15 16:00:00,527.56,84.24,997.07,114.17,105.84,Critical
2024-01-15 17:00:00,555.5,83.03,1032.91,112.35,112.37,Critical
2024-01-15 18:00:00,457.45,61.79,920.24,101.42,91.81,Warning
2024-01-15 19:00:00,438.8,62.88,912.94,57.25,65.27,Safe
2024-01-15 20:00:00,482.75,70.58,964.08,110.33,109.47,Critical
2024-01-15 21:00:00,499.52,66.21,934.18,99.74,96.68,Warning
2024-01-15 22:00:00,398.96,54.09,891.62,61.38,62.75,Safe
2024-01-15 23:00:00,457.36,62.49,933.41,98.98,105.77,Critical
2024-01-16 00:00:00,359.8,41.08,781.95,34.04,33.7,Safe
2024-01-16 01:00:00,440.34,57.61,894.07,83.52,83.08,Warning
2024-01-16 02:00:00,408.46,47.68,801.68,40.98,52.06,Safe
2024-01-16 03:00:00,409.79,53.8,871.93,58.05,70.46,Safe
2024-01-16 04:00:00,389.86,43.55,831.04,44.48,58.85,Safe
2024-01-16 05:00:00,406.06,43.74,789.8,47.29,41.67,Safe
2024-01-16 06:00:00,455.53,63.65,909.09,83.4,80.34,Warning
2024-01-16 07:00:00,437.83,56.71,883.76,67.16,69.47,Safe
2024-01-16 08:00:00,478.25,71.63,963.3,79.78,81.26,Warning
2024-01-16 09:00:00,516.35,79.02,988.97,112.17,116.2,Critical
2024-01-16 10:00:00,521.01,80.87,978.56,110.37,111.42,Critical
2024-01-16 11:00:00,521.16,77.5,986.31,110.86,111.03,Critical
2024-01-16 12:00:00,600.0,95.83,1042.8,137.4,142.34,Critical
